235.9965	negative	5.6016283
594.0877	negative	1.9611787
318.1042	negative	2.9698794
446.2061	negative	4.477219
556.1058	negative	1.8128511
596.2209	negative	4.2596374
479.8878	negative	4.1435776
492.1346	negative	1.6849662
416.0281	negative	4.1021123
696.2893	negative	4.708153
386.1857	negative	3.569647
610.1973	negative	7.4523554
850.822	negative	5.981857
468.1693	negative	2.1614082
191.9171	negative	1.7388672
476.2152	negative	4.9441056
514.0926	negative	2.5995421
382.0746	negative	2.2943556
422.1628	negative	3.0989826
424.1607	negative	3.1887197
426.1673	negative	3.3603482
450.1577	negative	2.16818
264.0141	negative	1.8136208
150.0205	negative	4.3764663
446.2059	negative	4.2460794
614.1806	negative	2.0437317
764.1875	negative	2.5717528
492.1346	negative	1.6592366
424.3357	negative	4.3689675
460.0908	negative	19.679428
614.1815	negative	2.033566
200.1675	negative	1.6630747
196.0903	negative	4.979462
172.0569	negative	15.486124
530.1977	negative	6.400599
500.1211	negative	1.4606304
200.0438	negative	1.6186161
191.9159	negative	1.5922943
450.3381	negative	2.5505006
341.9949	negative	1.609216
449.1808	negative	3.0838616
424.7801	negative	5.6037884
258.131	negative	2.3664484
742.2466	negative	1.8572596
586.2005	negative	2.0433779
432.1976	negative	10.653348
596.108	negative	1.6051259
382.0707	negative	3.7130046
828.2752	negative	3.0680702
510.2325	negative	4.371255
780.2034	negative	2.5337129
286.1172	negative	6.3714733
666.2185	negative	2.222052
504.1671	negative	1.995246
254.1321	negative	1.9383068
450.4102	negative	3.2002761
184.0502	negative	1.9695114
422.7831	negative	5.3968854
141.948	negative	16.894554
419.9725	negative	1.5133921
336.0738	negative	2.2212834
331.2279	negative	1.4181254
742.4758	negative	2.0408487
422.7295	negative	6.7800403
431.1047	negative	1.5294856
374.0101	negative	1.5024111
633.1855	negative	2.4410698
388.0988	negative	1.4858494
237.0152	negative	1.6036543
466.1381	negative	4.9389625
534.11	negative	2.1194005
898.7277	negative	3.6215136
356.1744	negative	2.621568
376.0076	negative	1.49897
768.2881	negative	6.5430164
451.9898	negative	1.831174
200.0443	negative	1.5639368
242.022	negative	1.9559169
524.0923	negative	1.7392563
304.0184	negative	1.3643924
795.16	negative	3.808896
218.0129	negative	1.8865851
478.0686	negative	3.9774952
321.2118	negative	2.8911579
612.1747	negative	1.950067
617.1767	negative	2.5617416
438.1474	negative	1.6493236
617.173	negative	2.041477
512.1851	negative	1.6186497
118.0257	negative	1.4152976
490.2027	negative	4.997062
482.1805	negative	2.01718
492.3958	negative	3.3479514
192.1189	negative	1.7245047
500.174	negative	3.961311
611.1722	negative	1.8237785
236.0509	negative	1.373478
154.0058	negative	1.3100827
246.0089	negative	2.373432
478.0729	negative	4.1944757
512.8575	negative	1.4102944
514.1274	negative	1.5550929
464.1005	negative	1.6346798
619.0902	negative	2.3338046
642.2034	negative	1.6698564
349.2344	negative	1.2459779
463.0738	negative	1.6762986
518.0657	negative	6.7713075
380.2575	negative	1.4430063
104.0436	negative	1.3065878
434.1183	negative	1.3306122
489.1209	negative	1.4352249
206.0441	negative	1.224933
333.2378	negative	1.4405651
835.7821	negative	5.2349715
72.0209	negative	1.3797227
419.1523	negative	1.3677545
58.0419	negative	1.2194469
90.0304	negative	1.1453559
740.231	negative	1.3038603
278.0352	negative	1.8074241
344.078	negative	17.057234
256.2392	negative	1.275949
116.0096	negative	1.1672158
284.2707	negative	1.26693
390.0311	negative	4.369977
222.0403	negative	1.8409307
